Date,Close,Close Percentage Change,diff,log_Close,log_Close_diff,Logged Close Percentage Change,sqrt_Close,Square Root Close Percentage Change,sqrt_Close_diff
2014-09-18,424.44000244140625,-0.07192557601231186,-32.894012451171875,6.050770658757454,-0.0746433511490503,-0.01218584589193994,20.60194171531912,-0.036633805872508196,-0.783427462990101
2014-09-19,394.7959899902344,-0.06984264508683824,-29.644012451171875,5.978369150441467,-0.0724015083159868,-0.011965667251195189,19.869473822681726,-0.03555334262948373,-0.7324678926373949
2014-09-20,408.90399169921875,0.03573491642945337,14.108001708984375,6.013480389365547,0.03511123892408019,0.005873046317570907,20.221374624372565,0.017710625094114585,0.3519008016908387
2014-09-21,398.8210144042969,-0.02465854454739269,-10.082977294921875,5.9885127307924195,-0.02496765857312777,-0.004151948115983073,19.97050360918064,-0.012406229539388192,-0.250871015191926
2014-09-22,402.1520080566406,0.008352101649706567,3.33099365234375,5.996830146640211,0.008317415847791665,0.0013888950765728048,20.053728033875412,0.004167367349540152,0.08322442469477309
2014-09-23,435.7909851074219,0.08364741783421215,33.63897705078125,6.0771627364485195,0.08033258980830826,0.013395842110571543,20.87560741888537,0.04098387011241056,0.8218793850099573
2014-09-24,423.2049865722656,-0.028880814347395978,-12.58599853515625,6.047856663490421,-0.029306072958098284,-0.004822328153618716,20.571946591712358,-0.014546203187280726,-0.3036608271730117
2014-09-25,411.5740051269531,-0.027483091679796234,-11.6309814453125,6.019988846297253,-0.027867817193167888,-0.00460788321280825,20.287286785742275,-0.013837281012812008,-0.2846598059700831
2014-09-26,404.42498779296875,-0.017369943788794973,-7.149017333984375,6.002466275032086,-0.01752257126516721,-0.0029107315167111736,20.110320429892926,-0.00872301741077175,-0.1769663558493484
2014-09-27,399.5199890136719,-0.012128327693262664,-4.904998779296875,5.990263799032644,-0.012202475999441909,-0.0020329103805546422,19.98799612301523,-0.006082663242693465,-0.12232430687769735
2014-09-28,377.1809997558594,-0.055914572166871124,-22.3389892578125,5.9327251776874705,-0.057538621345173624,-0.009605356838285672,19.421148260488085,-0.02835941427237154,-0.566847862527144
2014-09-29,375.4670104980469,-0.00454420890480145,-1.7139892578125,5.928170612479337,-0.004554565208133354,-0.0007677020377182542,19.376971138391234,-0.0022746915632546605,-0.04417712209685121
2014-09-30,386.9440002441406,0.030567238732558177,11.47698974609375,5.958279980347884,0.030109367868546677,0.005079031936962686,19.670892207628526,0.015168576509615228,0.29392106923729244
2014-10-01,383.614990234375,-0.008603337970520819,-3.329010009765625,5.949639420020467,-0.008640560327417113,-0.0014501769564230216,19.586091754976923,-0.00431096117840124,-0.08480045265160285
2014-10-02,375.0719909667969,-0.0222697222086099,-8.542999267578125,5.927117983456852,-0.022521436563614827,-0.0037853447870858092,19.36677544060438,-0.011197553708836017,-0.21931631437254495
2014-10-03,359.5119934082031,-0.04148536263261304,-15.55999755859375,5.88474753796263,-0.042370445494221975,-0.0071485746719538446,18.960801496988548,-0.02096239226095764,-0.4059739436158303
2014-10-04,328.8659973144531,-0.08524332054467354,-30.64599609375,5.7956503647993936,-0.0890971731632364,-0.015140356079588524,18.134662867405424,-0.04357087065725229,-0.8261386295831237
2014-10-05,320.510009765625,-0.025408487399317115,-8.355987548828125,5.769913507591044,-0.02573685720834984,-0.004440719434123497,17.90279335091664,-0.012785984398173689,-0.23186951648878562
